type,severity,message,project_name,project_code,ministry,sector,state,risk_score
TIME_OVERRUN,WARNING,Delayed by 24 months,Construction of 4 lane ROB with approaches in lieu of LC No. RV-172 at km 176.00 of,617905.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,53.3
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Widening and Strengthening to 2LPS including LA from km 318.970 to 353.450,617920.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,33.8
EXPENDITURE_LAG,CRITICAL,Only 26% budget spent but 163% time elapsed,Widening and strengthening to 2LPS including LA of Kandarpur-Balikuda from km,617921.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,51.3
PF_GAP,WARNING,Physical-Financial gap of 39.7%,Widening and strengthening to 2LPS including LA of Kandarpur-Balikuda from km,617921.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,51.3
TIME_OVERRUN,WARNING,Delayed by 17 months,Widening and strengthening to 2LPS including LA of Kandarpur-Balikuda from km,617921.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,51.3
EXPENDITURE_LAG,CRITICAL,Only 21% budget spent but 222% time elapsed,Construction of Bypass to Khordha town from Km 294/000 to 300/300 on NH-57,617925.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,55.8
PF_GAP,WARNING,Physical-Financial gap of 70.6%,Construction of Bypass to Khordha town from Km 294/000 to 300/300 on NH-57,617925.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,55.8
TIME_OVERRUN,WARNING,Delayed by 21 months,Construction of Bypass to Khordha town from Km 294/000 to 300/300 on NH-57,617925.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,55.8
EXPENDITURE_LAG,CRITICAL,Only 30% budget spent but 120% time elapsed,Construction of Bypass on NH-59 from Km 336/350 to 349/910 13.56 km near,617930.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,55.3
PF_GAP,WARNING,Physical-Financial gap of 39.8%,Construction of Bypass on NH-59 from Km 336/350 to 349/910 13.56 km near,617930.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,55.3
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Construction of Bypass on NH-59 from Km 336/350 to 349/910 13.56 km near,617930.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,55.3
EXPENDITURE_LAG,CRITICAL,Only 16% budget spent but 216% time elapsed,Construction of four lane ROB and its approaches in lieu of existing Level Crossing,618003.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,54.8
PF_GAP,WARNING,Physical-Financial gap of 73.7%,Construction of four lane ROB and its approaches in lieu of existing Level Crossing,618003.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,54.8
TIME_OVERRUN,WARNING,Delayed by 21 months,Construction of four lane ROB and its approaches in lieu of existing Level Crossing,618003.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,54.8
EXPENDITURE_LAG,CRITICAL,Only 25% budget spent but 129% time elapsed,"Widening & strengthenlng to 2LPS from km 0,000 to 40.000 Dhaugaon- Podamari",618012.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,57.3
PF_GAP,WARNING,Physical-Financial gap of 35.1%,"Widening & strengthenlng to 2LPS from km 0,000 to 40.000 Dhaugaon- Podamari",618012.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,57.3
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,"Widening & strengthenlng to 2LPS from km 0,000 to 40.000 Dhaugaon- Podamari",618012.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,57.3
EXPENDITURE_LAG,CRITICAL,Only 0% budget spent but 95% time elapsed,Construction of Dharmagarh Bypass on NH-130C including land acquisition in the,618079.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,36.3
PROGRESS_STAGNATION,CRITICAL,Only 15% progress with 95% time elapsed,Construction of Dharmagarh Bypass on NH-130C including land acquisition in the,618079.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,36.3
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Construction of Dharmagarh Bypass on NH-130C including land acquisition in the,618079.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,36.3
EXPENDITURE_LAG,CRITICAL,Only 4% budget spent but 96% time elapsed,Widening to 2 lane with paved shoulded of Jareikela Jharkhand/Odisha Border -,618122.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,30.7
PF_GAP,WARNING,Physical-Financial gap of 29.7%,Widening to 2 lane with paved shoulded of Jareikela Jharkhand/Odisha Border -,618122.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,30.7
COST_ESCALATION,CRITICAL,Cost escalated by 65.1% from original,Bhadrak KM 136.500 to Baleshwar KM 199.141,618523.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,81.5
HIGH_RISK_ML,CRITICAL,ML risk score: 82/100,Bhadrak KM 136.500 to Baleshwar KM 199.141,618523.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,81.5
TIME_OVERRUN,CRITICAL,Delayed by 62 months,Bhadrak KM 136.500 to Baleshwar KM 199.141,618523.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,81.5
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Bhadrak KM 136.500 to Baleshwar KM 199.141,618523.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,81.5
PF_GAP,WARNING,Physical-Financial gap of 25.6%,Construction of 6-lane flyover at Ainthapali junction and a 2-lane ROB LHS on NH-53,618591.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,18.7
EXPENDITURE_LAG,CRITICAL,Only 23% budget spent but 123% time elapsed,"Balance work of 8 nos. of Elephant Underpasses EUPs, 1 no. of Vehicular Underpass",618592.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,44.4
PROGRESS_STAGNATION,CRITICAL,Only 25% progress with 123% time elapsed,"Balance work of 8 nos. of Elephant Underpasses EUPs, 1 no. of Vehicular Underpass",618592.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,44.4
TIME_OVERRUN,WARNING,Delayed by 17 months,"Balance work of 8 nos. of Elephant Underpasses EUPs, 1 no. of Vehicular Underpass",618592.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,44.4
COST_ESCALATION,WARNING,Cost escalated by 24.6% from original,6L Greenfield Kaliagura Baunsaguar Section of NH-130-CD Road from km 249000 to,618677.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,73.6
PF_GAP,WARNING,Physical-Financial gap of 31.1%,6L Greenfield Kaliagura Baunsaguar Section of NH-130-CD Road from km 249000 to,618677.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,73.6
ELEVATED_RISK_ML,WARNING,ML risk score: 74/100,6L Greenfield Kaliagura Baunsaguar Section of NH-130-CD Road from km 249000 to,618677.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,73.6
TIME_OVERRUN,WARNING,Delayed by 30 months,6L Greenfield Kaliagura Baunsaguar Section of NH-130-CD Road from km 249000 to,618677.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,73.6
COST_ESCALATION,WARNING,Cost escalated by 29.2% from original,6L Greenfield Baunsaguar - Baraja Section of NH-130-CD Road from km 293000 to,618678.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,79.4
PF_GAP,WARNING,Physical-Financial gap of 20.5%,6L Greenfield Baunsaguar - Baraja Section of NH-130-CD Road from km 293000 to,618678.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,79.4
ELEVATED_RISK_ML,WARNING,ML risk score: 79/100,6L Greenfield Baunsaguar - Baraja Section of NH-130-CD Road from km 293000 to,618678.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,79.4
TIME_OVERRUN,WARNING,Delayed by 27 months,6L Greenfield Baunsaguar - Baraja Section of NH-130-CD Road from km 293000 to,618678.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,79.4
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,6L Greenfield Baunsaguar - Baraja Section of NH-130-CD Road from km 293000 to,618678.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,79.4
COST_ESCALATION,WARNING,Cost escalated by 28.1% from original,6L Greenfield Kandili - Aluru Section of NH-130-CD Road from km 342500 to km,618680.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,71.9
PF_GAP,WARNING,Physical-Financial gap of 26.9%,6L Greenfield Kandili - Aluru Section of NH-130-CD Road from km 342500 to km,618680.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,71.9
ELEVATED_RISK_ML,WARNING,ML risk score: 72/100,6L Greenfield Kandili - Aluru Section of NH-130-CD Road from km 342500 to km,618680.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,71.9
TIME_OVERRUN,WARNING,Delayed by 22 months,6L Greenfield Kandili - Aluru Section of NH-130-CD Road from km 342500 to km,618680.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,71.9
PF_GAP,WARNING,Physical-Financial gap of 29.6%,6L Flyover including RE Wall approaches with Flexible Pavement in the Elephant,618704.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,15.9
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,6L Flyover including RE Wall approaches with Flexible Pavement in the Elephant,618704.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,15.9
PF_GAP,WARNING,Physical-Financial gap of 46.1%,Rehabilitation and Up gradation from 4 to 8 laning of Chandikhole Paradip Section of,618820.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,62.3
ELEVATED_RISK_ML,WARNING,ML risk score: 62/100,Rehabilitation and Up gradation from 4 to 8 laning of Chandikhole Paradip Section of,618820.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,62.3
TIME_OVERRUN,WARNING,Delayed by 15 months,Rehabilitation and Up gradation from 4 to 8 laning of Chandikhole Paradip Section of,618820.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,62.3
PF_GAP,WARNING,Physical-Financial gap of 52.1%,Rehabilitation and Up gradation from 4 to 8 laning of Chandikhole Paradip Section of,618821.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,66.1
ELEVATED_RISK_ML,WARNING,ML risk score: 66/100,Rehabilitation and Up gradation from 4 to 8 laning of Chandikhole Paradip Section of,618821.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,66.1
PF_GAP,WARNING,Physical-Financial gap of 53.9%,Rehabilitation and Up gradation from 4 to 8 laning of Chandikhole Paradip Section of,618822.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,49.1
TIME_OVERRUN,WARNING,Delayed by 13 months,Rehabilitation and Up gradation from 4 to 8 laning of Chandikhole Paradip Section of,618822.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,49.1
TIME_OVERRUN,WARNING,Delayed by 32 months,3L Major Bridge over River Brahmani at Km. 401.250 Duburi - Chandikhole Section of,618908.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,49.1
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,3L Major Bridge over River Brahmani at Km. 401.250 Duburi - Chandikhole Section of,618908.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,49.1
COST_ESCALATION,WARNING,Cost escalated by 24.7% from original,6L of Badakumari - Karki Section from Km 179.000 to km 226.500 of NH-130-CD,619109.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,82.8
PF_GAP,WARNING,Physical-Financial gap of 34.9%,6L of Badakumari - Karki Section from Km 179.000 to km 226.500 of NH-130-CD,619109.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,82.8
HIGH_RISK_ML,CRITICAL,ML risk score: 83/100,6L of Badakumari - Karki Section from Km 179.000 to km 226.500 of NH-130-CD,619109.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,82.8
TIME_OVERRUN,WARNING,Delayed by 28 months,6L of Badakumari - Karki Section from Km 179.000 to km 226.500 of NH-130-CD,619109.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,82.8
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,6L of Badakumari - Karki Section from Km 179.000 to km 226.500 of NH-130-CD,619109.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,82.8
ELEVATED_RISK_ML,WARNING,ML risk score: 69/100,Four Laning of Angul to Sambalpur from Km.112.000 to Km.265.000,619118.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,68.6
TIME_OVERRUN,CRITICAL,Delayed by 84 months,Four Laning of Angul to Sambalpur from Km.112.000 to Km.265.000,619118.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,68.6
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Four Laning of Angul to Sambalpur from Km.112.000 to Km.265.000,619118.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,68.6
COST_ESCALATION,WARNING,Cost escalated by 17.9% from original,Cuttack-Angul Section of NH-42 New NH-55 from km 0.400 to km 60.200 Pkg-I in the,619119.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,76.0
ELEVATED_RISK_ML,WARNING,ML risk score: 76/100,Cuttack-Angul Section of NH-42 New NH-55 from km 0.400 to km 60.200 Pkg-I in the,619119.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,76.0
TIME_OVERRUN,CRITICAL,Delayed by 74 months,Cuttack-Angul Section of NH-42 New NH-55 from km 0.400 to km 60.200 Pkg-I in the,619119.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,76.0
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Cuttack-Angul Section of NH-42 New NH-55 from km 0.400 to km 60.200 Pkg-I in the,619119.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,76.0
ELEVATED_RISK_ML,WARNING,ML risk score: 70/100,4 Laning of Talcher to end of Kamakhyanagar Bypass km 8.844 - km 15.725 of NH-,619157.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,69.6
TIME_OVERRUN,CRITICAL,Delayed by 62 months,4 Laning of Talcher to end of Kamakhyanagar Bypass km 8.844 - km 15.725 of NH-,619157.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,69.6
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,4 Laning of Talcher to end of Kamakhyanagar Bypass km 8.844 - km 15.725 of NH-,619157.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,69.6
COST_ESCALATION,WARNING,Cost escalated by 15.0% from original,4 Laning of Duburi Chandikhole from km 388.376 to km 428.074 Pkg-III,619158.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,73.4
ELEVATED_RISK_ML,WARNING,ML risk score: 73/100,4 Laning of Duburi Chandikhole from km 388.376 to km 428.074 Pkg-III,619158.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,73.4
TIME_OVERRUN,CRITICAL,Delayed by 50 months,4 Laning of Duburi Chandikhole from km 388.376 to km 428.074 Pkg-III,619158.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,73.4
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,4 Laning of Duburi Chandikhole from km 388.376 to km 428.074 Pkg-III,619158.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,73.4
EXPENDITURE_LAG,CRITICAL,Only 19% budget spent but 96% time elapsed,Rehabilitation and Up gradation from 4 to 8 laning of Chandikhole Paradip Section of,619181.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,64.0
ELEVATED_RISK_ML,WARNING,ML risk score: 64/100,Rehabilitation and Up gradation from 4 to 8 laning of Chandikhole Paradip Section of,619181.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,64.0
TIME_OVERRUN,WARNING,Delayed by 14 months,Rehabilitation and Up gradation from 4 to 8 laning of Chandikhole Paradip Section of,619181.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,64.0
COST_ESCALATION,WARNING,Cost escalated by 35.3% from original,6L of Hatibena - Badakumari Section from Km 146.50 to km 179.00 of NH-130-CD,619213.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,76.9
ELEVATED_RISK_ML,WARNING,ML risk score: 77/100,6L of Hatibena - Badakumari Section from Km 146.50 to km 179.00 of NH-130-CD,619213.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,76.9
TIME_OVERRUN,WARNING,Delayed by 29 months,6L of Hatibena - Badakumari Section from Km 146.50 to km 179.00 of NH-130-CD,619213.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,76.9
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,6L of Hatibena - Badakumari Section from Km 146.50 to km 179.00 of NH-130-CD,619213.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,76.9
COST_ESCALATION,WARNING,Cost escalated by 17.9% from original,Cuttack-Angul Section of NH-42 New NH-55 from Km.60.200 to Km. 112.000 Pkg-II in,619215.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,75.1
ELEVATED_RISK_ML,WARNING,ML risk score: 75/100,Cuttack-Angul Section of NH-42 New NH-55 from Km.60.200 to Km. 112.000 Pkg-II in,619215.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,75.1
TIME_OVERRUN,CRITICAL,Delayed by 72 months,Cuttack-Angul Section of NH-42 New NH-55 from Km.60.200 to Km. 112.000 Pkg-II in,619215.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,75.1
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Cuttack-Angul Section of NH-42 New NH-55 from Km.60.200 to Km. 112.000 Pkg-II in,619215.0,Ministry of Road Transport & Highways,Roads & Highways,Odisha,75.1
EXPENDITURE_LAG,CRITICAL,Only 0% budget spent but 89% time elapsed,Development to 4-lane with paved shoulder for the road section Talwandi Sabo-,618010.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,40.4
PF_GAP,WARNING,Physical-Financial gap of 45.0%,Development to 4-lane with paved shoulder for the road section Talwandi Sabo-,618010.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,40.4
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Development to 4-lane with paved shoulder for the road section Talwandi Sabo-,618010.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,40.4
EXPENDITURE_LAG,CRITICAL,Only 0% budget spent but 195% time elapsed,Up-gradation to two lane with paved shoulder configuration of NH-354 Section Arifkes-,618024.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,62.9
PF_GAP,WARNING,Physical-Financial gap of 83.0%,Up-gradation to two lane with paved shoulder configuration of NH-354 Section Arifkes-,618024.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,62.9
ELEVATED_RISK_ML,WARNING,ML risk score: 63/100,Up-gradation to two lane with paved shoulder configuration of NH-354 Section Arifkes-,618024.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,62.9
TIME_OVERRUN,WARNING,Delayed by 17 months,Up-gradation to two lane with paved shoulder configuration of NH-354 Section Arifkes-,618024.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,62.9
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Up-gradation to two lane with paved shoulder configuration of NH-354 Section Arifkes-,618024.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,62.9
COST_ESCALATION,WARNING,Cost escalated by 30.0% from original,Delhi-Amritsar-Katra Expressway Phase-I Pkg-IX from Junction with Ludhiana-Moga,618489.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,81.7
PF_GAP,WARNING,Physical-Financial gap of -31.2%,Delhi-Amritsar-Katra Expressway Phase-I Pkg-IX from Junction with Ludhiana-Moga,618489.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,81.7
HIGH_RISK_ML,CRITICAL,ML risk score: 82/100,Delhi-Amritsar-Katra Expressway Phase-I Pkg-IX from Junction with Ludhiana-Moga,618489.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,81.7
TIME_OVERRUN,WARNING,Delayed by 32 months,Delhi-Amritsar-Katra Expressway Phase-I Pkg-IX from Junction with Ludhiana-Moga,618489.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,81.7
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Delhi-Amritsar-Katra Expressway Phase-I Pkg-IX from Junction with Ludhiana-Moga,618489.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,81.7
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Delhi-Amritsar-Katra Expressway Phase-I Pkg-XII from Junction with Amritsar-Mehta-,618492.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,50.9
TIME_OVERRUN,WARNING,Delayed by 23 months,Delhi-Amritsar-Katra Expressway Phase-I Spur-I from Jn. with Kapurthala - Sultanpur,618493.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,40.5
COST_ESCALATION,WARNING,Cost escalated by 23.5% from original,Development of 6L Greenfield Jalandhar Bypass starting from Kahlwan NH-03 ending,618552.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,69.6
ELEVATED_RISK_ML,WARNING,ML risk score: 70/100,Development of 6L Greenfield Jalandhar Bypass starting from Kahlwan NH-03 ending,618552.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,69.6
TIME_OVERRUN,WARNING,Delayed by 29 months,Development of 6L Greenfield Jalandhar Bypass starting from Kahlwan NH-03 ending,618552.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,69.6
COST_ESCALATION,CRITICAL,Cost escalated by 67.1% from original,6L of Jodhpur Romana Bathinda - Mandi Dabwali Punjab Haryana Border section of,618610.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,77.3
ELEVATED_RISK_ML,WARNING,ML risk score: 77/100,6L of Jodhpur Romana Bathinda - Mandi Dabwali Punjab Haryana Border section of,618610.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,77.3
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,6L of Jodhpur Romana Bathinda - Mandi Dabwali Punjab Haryana Border section of,618610.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,77.3
COST_ESCALATION,WARNING,Cost escalated by 26.0% from original,6L Amritsar-Bathinda Greenfield section from village Tiba on NE-5A to Jn. with Moga,618617.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,67.8
ELEVATED_RISK_ML,WARNING,ML risk score: 68/100,6L Amritsar-Bathinda Greenfield section from village Tiba on NE-5A to Jn. with Moga,618617.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,67.8
TIME_OVERRUN,CRITICAL,Delayed by 37 months,6L Amritsar-Bathinda Greenfield section from village Tiba on NE-5A to Jn. with Moga,618617.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,67.8
COST_ESCALATION,WARNING,Cost escalated by 31.9% from original,6L Amritsar-Bathinda Greenfield section from Jn. with Bhagta Bhai Ka-Bhadaur Road,618618.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,62.0
ELEVATED_RISK_ML,WARNING,ML risk score: 62/100,6L Amritsar-Bathinda Greenfield section from Jn. with Bhagta Bhai Ka-Bhadaur Road,618618.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,62.0
TIME_OVERRUN,WARNING,Delayed by 13 months,6L Amritsar-Bathinda Greenfield section from Jn. with Bhagta Bhai Ka-Bhadaur Road,618618.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,62.0
ELEVATED_RISK_ML,WARNING,ML risk score: 68/100,6L Access Controlled Ludhiana-Bathinda Greenfield highway from Jn. with Amritsar-,618647.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,68.0
TIME_OVERRUN,WARNING,Delayed by 13 months,6L Access Controlled Ludhiana-Bathinda Greenfield highway from Jn. with Amritsar-,618647.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,68.0
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,6L Access Controlled Ludhiana-Bathinda Greenfield highway from Jn. with Amritsar-,618647.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,68.0
COST_ESCALATION,WARNING,Cost escalated by 22.4% from original,Moga - Bagha Purana - Bajakhana from km. 0.00 to km. 43.32,618764.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,72.5
ELEVATED_RISK_ML,WARNING,ML risk score: 72/100,Moga - Bagha Purana - Bajakhana from km. 0.00 to km. 43.32,618764.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,72.5
TIME_OVERRUN,WARNING,Delayed by 24 months,Moga - Bagha Purana - Bajakhana from km. 0.00 to km. 43.32,618764.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,72.5
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Moga - Bagha Purana - Bajakhana from km. 0.00 to km. 43.32,618764.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,72.5
TIME_OVERRUN,WARNING,Delayed by 16 months,4L of Greenfield section from Sirhind to Mohali,618776.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,57.7
COST_ESCALATION,WARNING,Cost escalated by 20.9% from original,4/6L Greenfield LudhianaRupnagar highway from Jn. with NE-5 village near to,618785.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,63.3
ELEVATED_RISK_ML,WARNING,ML risk score: 63/100,4/6L Greenfield LudhianaRupnagar highway from Jn. with NE-5 village near to,618785.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,63.3
TIME_OVERRUN,WARNING,Delayed by 22 months,4/6L Greenfield LudhianaRupnagar highway from Jn. with NE-5 village near to,618785.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,63.3
COST_ESCALATION,WARNING,Cost escalated by 25.7% from original,4L of Phagwara - Hoshiarpur,618786.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,69.9
EXPENDITURE_LAG,CRITICAL,Only 37% budget spent but 75% time elapsed,4L of Phagwara - Hoshiarpur,618786.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,69.9
PF_GAP,WARNING,Physical-Financial gap of -26.5%,4L of Phagwara - Hoshiarpur,618786.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,69.9
ELEVATED_RISK_ML,WARNING,ML risk score: 70/100,4L of Phagwara - Hoshiarpur,618786.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,69.9
COST_ESCALATION,WARNING,Cost escalated by 18.7% from original,4L of Fazilka to Abohar section of NH-07 including construction of Greenfield Abohar,618793.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,60.4
ELEVATED_RISK_ML,WARNING,ML risk score: 60/100,4L of Fazilka to Abohar section of NH-07 including construction of Greenfield Abohar,618793.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,60.4
TIME_OVERRUN,WARNING,Delayed by 16 months,4L of Fazilka to Abohar section of NH-07 including construction of Greenfield Abohar,618793.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,60.4
PF_GAP,WARNING,Physical-Financial gap of 20.7%,Amritsarairport Junction - Ramdas from km. 100.835 to km. 139.813 Pkg - IV,618794.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,52.5
TIME_OVERRUN,WARNING,Delayed by 36 months,Amritsarairport Junction - Ramdas from km. 100.835 to km. 139.813 Pkg - IV,618794.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,52.5
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Amritsarairport Junction - Ramdas from km. 100.835 to km. 139.813 Pkg - IV,618794.0,Ministry of Road Transport & Highways,Roads & Highways,Punjab,52.5
